A02AD01 Magnesio idrossido/algeld 020702054 MAALOX 40 cpr mast 800 mg SANOFI-AVENTIS RR 2,17 2,16
J01DC09 Cefmetazolo 032992024 METAX 1 fiala IM 1 g + 1 fiala solv 55 C & G RR 6,59 6,51 X
J01DC10 Cefprozil 028727028 CRONOCEF 6 cpr 500 mg VALEANT PHARMACEUTICALS RR 11,11 10,97 X
J01DC10 Cefprozil 028727042 CRONOCEF os sosp 250 mg/5 ml VALEANT PHARMACEUTICALS RR 11,11 10,97 X
J01DC10 Cefprozil 028697023 PROCEF 6 cpr 500 mg DOMPE` RR 11,11 10,97 X
J01DC10 Cefprozil 028697047 PROCEF os sosp 250 mg/5 ml DOMPE` RR 11,11 10,97 X
J01DC10 Cefprozil 028696021 ROZICEL 6 cpr 500 mg BRISTOL RR 11,11 10,97 X
J01DC10 Cefprozil 028696045 ROZICEL os sosp 250 mg/5 ml BRISTOL RR 11,11 10,97 X
J01DD01 Cefotaxima 035228028 AXIMAD 1 fiala IM 1 g + 1 fiala solv 4 ml 55 BONISCONTRO & GAZZONE RR 5,51 5,48 G
J01DD01 Cefotaxima 035207024 BATIXIM 1 fiala IM 1 g + 1 fiala solv 4 ml 55 SO.SE.PHARM RR 5,51 5,48 G
J01DD01 Cefotaxima 035074020 CEFOMIT 1 fiala IM 1 g + 1 fiala solv 4 ml 55 MAGIS RR 5,51 5,48 G
J01DD01 Cefotaxima 035375029 CEFOTAXIMA 1 flaconcino IM 1 g + 1 fiala sol 55 ABC RR 5,51 5,48 G
J01DD01 Cefotaxima 035441017 CEFOTAXIMA 1 fiala IM 1 g + 1 fiala solv 4 ml 55 EG RR 5,51 5,48 G
J01DD01 Cefotaxima 035394028 CEFOTAXIMA 1 flaconcino IM 1 g + 1 fiala sol 55 JET GENERICI RR 5,51 5,48 G
J01DD01 Cefotaxima 035306012 CEFOTAXIMA 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PANTAFARM RR 5,51 5,48 G
J01DD01 Cefotaxima 035342017 CEFOTAXIMA 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PLIVA RR 5,51 5,48 G
J01DD01 Cefotaxima 035483015 CEFOTAXIMA 1 fiala IM 1 g + 1 fiala solv 4 ml 55 SANDOZ RR 5,51 5,48 G
J01DD01 Cefotaxima 035483027 CEFOTAXIMA 1 fiala IM EV 1 g + 1 fiala solv 4 55 SANDOZ RR 5,51 5,48 G
J01DD01 Cefotaxima 035600028 CEFOTAXIMA 1 fiala IM EV 1 g + 1 fiala solv 4 55 TAD PHARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 035374038 CEFOTAXIMA 1 fiala IM EV 1 g + 1 fiala solv 4 55 TEVA RR 5,51 5,48 G
J01DD01 Cefotaxima 035374040 CEFOTAXIMA 1 fiala IM 1 g + 1 fiala solv 4 ml 55 TEVA RR 5,51 5,48 G
J01DD01 Cefotaxima 034994018 CEFOTAXIME 1 fiala IM EV 250 mg + 1 fiala s 55 MERCK GENERICS RR 2,09 2,08 G
J01DD01 Cefotaxima 034994020 CEFOTAXIME 1 fiala IM EV 500 mg + 1 fiala s 55 MERCK GENERICS RR 3,35 3,33 G
J01DD01 Cefotaxima 034992026 CEFOTAXIME 1 fiala IM EV 500 mg + 1 fiala s 55 MAYNE PHARMA RR 3,54 3,52 G
J01DD01 Cefotaxima 034999045 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 ACS DOBFAR RR 5,51 5,48 G
J01DD01 Cefotaxima 035118013 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 I.B.I. LORENZINI RR 5,51 5,48 G
J01DD01 Cefotaxima 035118025 CEFOTAXIME 1 fiala IM EV 1 g + 1 fiala solv 4 55 I.B.I. LORENZINI RR 5,51 5,48 G
J01DD01 Cefotaxima 035286032 CEFOTAXIME 1 fiala IM EV 1 g + 1 fiala solv 4 55 MAX FARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 035286044 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 MAX FARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 034992040 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 MAYNE PHARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 034994032 CEFOTAXIME 1 fiala IM EV 1 g + 1 fiala solv 55 MERCK GENERICS RR 5,51 5,48 G
J01DD01 Cefotaxima 034994044 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 MERCK GENERICS RR 5,51 5,48 G
J01DD01 Cefotaxima 035287034 CEFOTAXIME 1 fiala IM EV 1 g + 1 fiala solv 4 55 SIGMATAU GENERICS RR 5,51 5,48 G
J01DD01 Cefotaxima 035287046 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 SIGMATAU GENERICS RR 5,51 5,48 G
J01DD01 Cefotaxima 035288048 CEFOTAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 VECCHI & PIAM RR 5,51 5,48 G
J01DD01 Cefotaxima 034992038 CEFOTAXIME 1 fiala IM EV 1 g + 1 fiala solv 4 55 MAYNE PHARMA RR 5,78 5,75 G
J01DD01 Cefotaxima 035276043 CENTIAX 1 fiala IM 1 g + 1 fiala solv 4 ml 55 ERREKAPPA RR 5,51 5,48 G
J01DD01 Cefotaxima 024260010 CLAFORAN 1 fiala IM EV 250 mg + 1 fiala s 55 LEPETIT RR 2,65 2,63 G
J01DD01 Cefotaxima 024260022 CLAFORAN 1 fiala IM EV 500 mg + 1 fiala 2 55 LEPETIT RR 4,43 4,40 G
J01DD01 Cefotaxima 024260034 CLAFORAN 1 fiala IM EV 1 g + 1 fiala solv 4 55 LEPETIT RR 7,24 7,20 G
J01DD01 Cefotaxima 024260046 CLAFORAN 1 fiala IM 1 g + 1 fiala 4 ml con 55 LEPETIT RR 7,24 7,20 G
J01DD01 Cefotaxima 035311012 LIRGOSIN 1 fiala IM 1 g + 1 fiala solv 4 ml 55 FIDIA RR 5,51 5,48 G
J01DD01 Cefotaxima 034962023 REFOTAX 1 fiala IM EV 500 mg + 1 fiala s 55 FARMA 1 RR 3,35 3,33 G
J01DD01 Cefotaxima 034962035 REFOTAX 1 fiala IM EV 1 g + 1 fiala solv 4 55 FARMA 1 RR 5,51 5,48 G
J01DD01 Cefotaxima 034962050 REFOTAX 1 fiala IM 1 g + 1 fiala solv 4 ml 55 FARMA 1 RR 5,51 5,48 G
J01DD01 Cefotaxima 035285042 SALOCEF 1 fiala IM 1 g + 1 fiala solv 4 ml 55 NEW RESEARCH RR 5,51 5,48 G
J01DD01 Cefotaxima 035192020 SPECTROCEF 1 fiala IM 1 g + 1 fiala solv 4 ml 55 EPIFARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 035289040 TAFOCEX 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PLIVA RR 5,51 5,48 G
J01DD01 Cefotaxima 035068016 TAXIME 1 fiala IM EV 500 mg + 1 fiala s 55 PHARMATEX RR 3,54 3,52 G
J01DD01 Cefotaxima 035068028 TAXIME 1 fiala IM EV 1 g + 1 fiala solv 4 55 PHARMATEX RR 5,79 5,76 G
J01DD01 Cefotaxima 035068030 TAXIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PHARMATEX RR 5,79 5,76 G
J01DD01 Cefotaxima 035888015 XAME 1 fiala IM EV 1 g + 1 fiala solv 4 55 LISAPHARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 035888027 XAME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 LISAPHARMA RR 5,51 5,48 G
J01DD01 Cefotaxima 024259018 ZARIVIZ 1 fiala IM EV 250 mg + 1 fiala s 55 SANOFI-AVENTIS RR 2,65 2,63 G
J01DD01 Cefotaxima 024259020 ZARIVIZ 1 fiala IM EV 500 mg + 1 fiala s 55 SANOFI-AVENTIS RR 4,43 4,40 G
J01DD01 Cefotaxima 024259032 ZARIVIZ 1 fiala IM EV 1 g + 1 fiala solv 4 55 SANOFI-AVENTIS RR 7,24 7,20 G
J01DD01 Cefotaxima 024259044 ZARIVIZ 1 fiala IM 1 g + 1 fiala solv 4 ml 55 SANOFI-AVENTIS RR 7,24 7,20 G
J01DD01 Cefotaxima 034426015 ZIMANEL 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PROGE FARM RR 5,51 5,48 G
J01DD02 Ceftazidima 036024026 CEFTAZIDIMA 1 fiala IM 500 mg + 1 fiala solv 55 DOC GENERICI RR 2,53 2,51 G
J01DD02 Ceftazidima 036023024 CEFTAZIDIMA 1 fiala IM 500 mg + 1 fiala solv 55 RANBAXY RR 2,53 2,51 G
J01DD02 Ceftazidima 036590038 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala 3 ml 55 C.T. LABORATORIO FARMACEUTICO RR 5,87 5,83 G
J01DD02 Ceftazidima 036024038 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 DOC GENERICI RR 5,87 5,83 G
J01DD02 Ceftazidima 036202036 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 EG RR 5,87 5,83 G
J01DD02 Ceftazidima 036023036 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 RANBAXY RR 5,87 5,83 G
J01DD02 Ceftazidima 036115020 CEFTAZIDIMA 1fiala IM 1 g + 1 fiala solv 4 ml 55 RATIOPHARM GMBH RR 5,87 5,83 G
J01DD02 Ceftazidima 036209017 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 SANDOZ RR 5,87 5,83 G
J01DD02 Ceftazidima 036022022 CEFTAZIDIMA 1 flacone IM 1 g + 1 fiala solven 55 TEVA RR 5,87 5,83 G
J01DD02 Ceftazidima 036012021 CEFTAZIDIMA 1 fiala IM 500 mg + 1 fiala solv 55 BIOPHARMA RR 2,53 2,51 G
J01DD02 Ceftazidima 036012033 CEFTAZIDIMA 1 flaconcino IM 1 g + 1 fiala sol 55 BIOPHARMA RR 5,87 5,83 G
J01DD02 Ceftazidima 036087031 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 PLIVA RR 5,87 5,83 G
J01DD02 Ceftazidima 025491034 CEFTIM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 GLAXO ALLEN RR 5,87 5,83 G
J01DD02 Ceftazidima 036490023 ETAZIM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 BENEDETTI RR 5,87 5,83 G
J01DD02 Ceftazidima 036568032 FRIBAT 1 fiala IM 1 g + 1 fiala 3 ml 55 EPIFARMA RR 5,87 5,83 G
J01DD02 Ceftazidima 025212022 GLAZIDIM 1 fiala IM 500 mg + 1 fiala solv 55 GLAXOSMITHKLINE RR 2,82 2,80 G
J01DD02 Ceftazidima 025212010 GLAZIDIM 1 fiala IM 250 mg + 1 fiala solv 55 GLAXOSMITHKLINE RR 3,55 3,53
J01DD02 Ceftazidima 025212034 GLAZIDIM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 GLAXOSMITHKLINE RR 6,52 6,48 G
J01DD02 Ceftazidima 036545022 LIOTIXIL 1 fiala IM 500 mg + 1 fiala solv 55 BONISCONTRO & GAZZONE RR 2,53 2,51 G
J01DD02 Ceftazidima 036545010 LIOTIXIL 1 fiala IM 1 g + 1 fiala solv 1,5 m 55 BONISCONTRO & GAZZONE RR 5,87 5,83 G
J01DD02 Ceftazidima 025211032 PANZID 1 fiala IM 1 g + 1 fiala solv 3 ml 55 VALDA RR 5,87 5,83 G
J01DD02 Ceftazidima 025222023 SPECTRUM 1 fiala IM 500 mg + 1 fiala solv 55 SIGMATAU RR 2,53 2,51 G
J01DD02 Ceftazidima 025222011 SPECTRUM 1 fiala IM 250 mg + 1 fiala solv 55 SIGMATAU RR 3,55 3,53
J01DD02 Ceftazidima 025222035 SPECTRUM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 SIGMATAU RR 5,87 5,83 G
J01DD02 Ceftazidima 025859024 STARCEF 1 fiala IM 500 mg + 1 fiala solv 55 F.I.R.M.A. RR 2,53 2,51 G
J01DD02 Ceftazidima 025859036 STARCEF 1 fiala IM 1 g + 1 fiala solv 3 ml 55 F.I.R.M.A. RR 5,87 5,83 G
J01DD02 Ceftazidima 036495024 TAZIDIF 1 flaconcino IM 1 g + 1 fiala sol 55 SPECIAL PRODUCT'S LINE SpA RR 5,87 5,83 G
J01DD02 Ceftazidima 036501017 TOTTIZIM 1 fiala IM 500 mg + 1 fiala solv 55 SO.SE.PHARM. RR 2,53 2,51 G
J01DD02 Ceftazidima 036501029 TOTTIZIM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 SO.SE.PHARM. RR 5,87 5,83 G
J01DD02 Ceftazidima 036604039 CEFTAZIDIMA 1 fiala IM 500 mg + 1 fiala solv 55 MERCK GENERICS RR 2,53 2,51 G
J01DD02 Ceftazidima 036087029 CEFTAZIDIMA 1 fiala IM 500 mg + 1 fiala solv 55 PLIVA RR 2,53 2,51 G
J01DD02 Ceftazidima 036546024 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 ALTER RR 5,87 5,83 G
J01DD02 Ceftazidima 036604027 CEFTAZIDIMA 1 fiala IM 1 g + 1 fiala solv 3 ml 55 MERCK GENERICS RR 5,87 5,83 G
J01DD02 Ceftazidima 036460020 DIZATEC 1 fiala IM 1 g + 1 fiala solv 3 ml 55 GENETIC RR 5,87 5,83 G
J01DD04 Ceftriaxone 035837032 AXOBAT 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 LISAPHARMA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035958026 BIXON 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 BIORES RR 5,96 5,92 G
J01DD04 Ceftriaxone 036101020 CEFRAG 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 MAGIS RR 5,96 5,92 G
J01DD04 Ceftriaxone 035924024 CEFTRIAXONE 1 fiala IM 250 mg + 1 fiala solv 55 ABC RR 2,06 2,05 G
J01DD04 Ceftriaxone 035939014 CEFTRIAXONE 1 fiala IM 250 mg + 1 fiala solv 55 TEVA RR 2,06 2,05 G
J01DD04 Ceftriaxone 035924036 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 ABC RR 3,61 3,59 G
J01DD04 Ceftriaxone 035669023 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 ACS DOBFAR RR 3,61 3,59 G
J01DD04 Ceftriaxone 035814019 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 BIOPHARMA RR 3,61 3,59 G
J01DD04 Ceftriaxone 035807015 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 DOC GENERICI RR 3,61 3,59 G
J01DD04 Ceftriaxone 035869027 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 EG RR 3,61 3,59 G
J01DD04 Ceftriaxone 035868025 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 HEXAL RR 3,61 3,59 G
J01DD04 Ceftriaxone 035878026 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 MERCK GENERICS RR 3,61 3,59 G
J01DD04 Ceftriaxone 036153017 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 PLIVA RR 3,61 3,59 G
J01DD04 Ceftriaxone 035802026 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 RATIOPHARM GMBH RR 3,61 3,59 G
J01DD04 Ceftriaxone 035902028 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 SANDOZ RR 3,61 3,59 G
J01DD04 Ceftriaxone 035939026 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 TEVA RR 3,61 3,59 G
J01DD04 Ceftriaxone 035800010 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 DOC GENERICI RR 3,61 3,59 G
J01DD04 Ceftriaxone 035887025 CEFTRIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 WINTHROP RR 3,61 3,59 G
J01DD04 Ceftriaxone 035924048 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ABC RR 5,96 5,92 G
J01DD04 Ceftriaxone 035669035 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ACS DOBFAR RR 5,96 5,92 G
J01DD04 Ceftriaxone 035905013 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ALLEN RR 5,96 5,92 G
J01DD04 Ceftriaxone 036021032 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ALTER RR 5,96 5,92 G
J01DD04 Ceftriaxone 036095014 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ANGENERICO RR 5,96 5,92 G
J01DD04 Ceftriaxone 035814021 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 BIOPHARMA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035807027 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 DOC GENERICI RR 5,96 5,92 G
J01DD04 Ceftriaxone 035869039 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 EG RR 5,96 5,92 G
J01DD04 Ceftriaxone 036098022 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 FARMA 1 RR 5,96 5,92 G
J01DD04 Ceftriaxone 035868037 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 HEXAL RR 5,96 5,92 G
J01DD04 Ceftriaxone 035801036 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 I.B.N. SAVIO RR 5,96 5,92 G
J01DD04 Ceftriaxone 035921028 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 JET GENERICI RR 5,96 5,92 G
J01DD04 Ceftriaxone 035878038 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 MERCK GENERICS RR 5,96 5,92 G
J01DD04 Ceftriaxone 036153029 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 PLIVA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035802038 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 RATIOPHARM GMBH RR 5,96 5,92 G
J01DD04 Ceftriaxone 035902030 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 SANDOZ RR 5,96 5,92 G
J01DD04 Ceftriaxone 036099012 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 SIGMATAU GENERICS RR 5,96 5,92 G
J01DD04 Ceftriaxone 035939038 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 TEVA RR 5,96 5,92 G
J01DD04 Ceftriaxone 036144018 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 VECCHI & PIAM RR 5,96 5,92 G
J01DD04 Ceftriaxone 035800034 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 DOC GENERICI RR 5,96 5,92 G
J01DD04 Ceftriaxone 036138028 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 TAD PHARMA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035887037 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 WINTHROP RR 5,96 5,92 G
J01DD04 Ceftriaxone 036065035 CEFTRIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ALMUS RR 5,96 5,92 G
J01DD04 Ceftriaxone 035816014 DAVIXON 1 fiala IM 500 mg + 1 fiala solv 55 NEW RESEARCH RR 3,61 3,59 G
J01DD04 Ceftriaxone 035816040 DAVIXON 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 NEW RESEARCH RR 5,96 5,92 G
J01DD04 Ceftriaxone 036093033 DAYTRIX 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 C.T. LABORATORIO FARMACEUTICO RR 5,96 5,92 G
J01DD04 Ceftriaxone 035917018 DEIXIM 1 fiala IM 500 mg + 1 fiala solv 55 PLIVA RR 3,61 3,59 G
J01DD04 Ceftriaxone 035917020 DEIXIM 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 PLIVA RR 5,96 5,92 G
J01DD04 Ceftriaxone 036314019 DIAXONE 1 fiala IM 500 mg + 1 fiala solv 55 EURO-PHARMA RR 3,61 3,59 G
J01DD04 Ceftriaxone 036314021 DIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 EURO-PHARMA RR 5,96 5,92 G
J01DD04 Ceftriaxone 036102010 EFTRY 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 KRUGHER RR 5,96 5,92 G
J01DD04 Ceftriaxone 035867023 FIDATO 1 fiala IM 500 mg + 1 fiala solv 55 FIDIA RR 3,61 3,59 G
J01DD04 Ceftriaxone 035867035 FIDATO 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 FIDIA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035866033 FRINEG 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 EPIFARMA RR 5,96 5,92 G
J01DD04 Ceftriaxone 036154019 ILIAXONE 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 VEG RR 5,96 5,92 G
J01DD04 Ceftriaxone 035964030 KAPPACEF 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ERREKAPPA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035965033 KOCEFAN 1 flacone IM 1 g + 1 fiala solv 3 55 MEDIOLANUM RR 5,96 5,92 G
J01DD04 Ceftriaxone 035881010 MONOXAR 1 fiala IM 500 mg + 1 fiala solv 55 PROGE FARM RR 3,61 3,59 G
J01DD04 Ceftriaxone 035881022 MONOXAR 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 PROGE FARM RR 5,96 5,92 G
J01DD04 Ceftriaxone 036516021 NECOBAT 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 PLIVA RR 5,96 5,92 G
J01DD04 Ceftriaxone 035925027 NILSON 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 PANTAFARM RR 5,96 5,92 G
J01DD04 Ceftriaxone 036015030 PANATRIX 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 BONISCONTRO & GAZZONE RR 5,96 5,92 G
J01DD04 Ceftriaxone 035952011 PANTOXON 1 fiala IM 500 mg + 1 fiala solv 55 AESCULAPIUS RR 3,61 3,59 G
J01DD04 Ceftriaxone 035952023 PANTOXON 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 AESCULAPIUS RR 5,96 5,92 G
J01DD04 Ceftriaxone 035927021 RAGEX 1 fiala IM 500 mg + 1 fiala solv 55 AGIPS RR 3,61 3,59 G
J01DD04 Ceftriaxone 035927033 RAGEX 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 AGIPS RR 5,96 5,92 G
J01DD04 Ceftriaxone 025202019 ROCEFIN 1 fiala IM 250 mg + 1 fiala solv 55 ROCHE RR 2,06 2,05 G
J01DD04 Ceftriaxone 025202033 ROCEFIN 1 fiala IM 500 mg + 1 fiala solv 55 ROCHE RR 4,03 4,01 G
J01DD04 Ceftriaxone 025202058 ROCEFIN 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 ROCHE RR 6,94 6,90 G
J01DD04 Ceftriaxone 035922032 SETRIOX 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 S.F. GROUP RR 5,96 5,92 G
J01DD04 Ceftriaxone 035815012 SIRTAP 1 fiala IM 500 mg + 1 fiala solv 55 SO.SE.PHARM. RR 3,61 3,59 G
J01DD04 Ceftriaxone 035815024 SIRTAP 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 SO.SE.PHARM. RR 5,96 5,92 G
J01DD04 Ceftriaxone 035824010 VALEXIME 1 fiala IM 1 g + 1 fiala solv 3,5 m 55 DEPO FARMA RR 5,96 5,92 G
J01DD07 Ceftizoxima 025198033 EPOSERIN 1 fiala IM 1 g + 1 fiala solv 4 ml 55 PFIZER ITALIA RR 7,02 6,94 X
J01DD08 Cefixima 027134030 CEFIXORAL 5 cpr riv 400 mg MENARINI RR 15,04 14,86 X
J01DD08 Cefixima 027134081 CEFIXORAL 5 cpr orodispers 400 mg MENARINI RR 15,04 14,86 X
J01DD08 Cefixima 027134105 CEFIXORAL grat os sosp 100 ml 100 mg/5 ml MENARINI RR 19,73 19,49 X
J01DD08 Cefixima 027127036 SUPRAX 5 cpr riv 400 mg WYETH LEDERLE RR 15,83 15,65 X X
J01DD08 Cefixima 027127087 SUPRAX 5 cpr orodispers 400 mg WYETH LEDERLE RR 15,83 15,65 X X
J01DD08 Cefixima 027127101 SUPRAX grat os sosp 100 ml 100 mg/5 ml WYETH LEDERLE RR 20,77 20,53 X X
J01DD08 Cefixima 027152038 UNIXIME 5 cpr riv 400 mg F.I.R.M.A. RR 15,04 14,86 X
J01DD08 Cefixima 027152077 UNIXIME 5 cpr orodispers 400 mg F.I.R.M.A. RR 15,04 14,86 X
J01DD08 Cefixima 027152091 UNIXIME grat 100 mg/5 ml F.I.R.M.A. RR 19,73 19,49 X
J01DD09 Cefodizima 027940030 DIEZIME 1 fiala IM 1 g + 1 fiala solv 4 ml 55 RECORDATI RR 9,30 9,18 X
J01DD09 Cefodizima 027951045 MODIVID 1 fiala IM 1 g + 1 fiala solv 4 ml 55 SANOFI-AVENTIS RR 9,79 9,67 X X
J01DD09 Cefodizima 027939038 TIMECEF 1 fiala IM 1 g + 1 fiala solv 4 ml 55 LEPETIT RR 9,79 9,67 X X
J01DD12 Cefoperazone 025957022 BIOPERAZONE 1 fiala IM 1 g + 1 fiala solv 5 ml 55 BIOPHARMA RR 4,85 4,82 G
J01DD12 Cefoperazone 026039014 DARDUM 1 fiala IM 1 g + 1 fiala solv 3 ml 55 LISAPHARMA RR 4,98 4,95 G
J01DD12 Cefoperazone 025803026 FARECEF 1 fiala IM 1 g + 1 fiala solv 3 ml 55 LA.FA.RE. RR 4,85 4,82 G
J01DD13 Cefpodoxima 028463038 CEFODOX BB grat os sosp 100 ml SCHARPER RR 14,14 13,98 X
J01DD13 Cefpodoxima 028463014 CEFODOX 12 cpr riv 100 mg SCHARPER RR 14,83 14,65 X
J01DD13 Cefpodoxima 028463040 CEFODOX 6 cpr riv 200 mg SCHARPER RR 14,87 14,69 X
J01DD13 Cefpodoxima 027970019 ORELOX 12 cpr riv 100 mg SANOFI-AVENTIS RR 15,61 15,43 X X
J01DD13 Cefpodoxima 027970045 ORELOX 6 cpr riv 200 mg SANOFI-AVENTIS RR 15,65 15,47 X X
J01DD13 Cefpodoxima 027970033 ORELOX BB grat os sosp 100 ml SANOFI-AVENTIS RR 14,88 14,70 X X
J01DD13 Cefpodoxima 027969017 OTREON 12 cpr riv 100 mg DAIICHI SANKYO RR 15,61 15,43 X X
J01DD13 Cefpodoxima 027969043 OTREON 6 cpr riv 200 mg DAIICHI SANKYO RR 15,65 15,47 X X
J01DD13 Cefpodoxima 027969031 OTREON bambini grat os sosp 100 ml DAIICHI SANKYO RR 14,88 14,70 X X
J01DD14 Ceftibuten 027849102 CEDAX grat os sosp 15 g 14,4% SCHERING PLOUGH RR 23,31 23,03 X X
J01DD14 Ceftibuten 027849140 CEDAX 6 cps 400 mg SCHERING PLOUGH RR 24,18 23,88 X X
J01DD14 Ceftibuten 027850104 ISOCEF grat os sosp 15 g 14,4% RECORDATI RR 23,31 23,03 X X
J01DD14 Ceftibuten 027850142 ISOCEF 6 cps 400 mg RECORDATI RR 24,18 23,88 X X
